"Goods Shipped","Gross Weight (t)"
"ONE 20´ X 8´ X 8´6"" TANK CONTA SLAC 1 TANK UN1604 ETHYLENEDIAMINE, 8, (3), II, RQ (38.00 #C C.C.), F-E, S-C, STOWAGE CATEGORY A, IMDG CODE SEGREGATION GROUP- ALKALIS CHEMICALS NOS, HAZARDOUS NLR (ETHYLENEDIAMINE BULK HAZARDOUS)","20.01"
"ONE 20´ X 8´ X 8´6"" TANK CONTA SLAC 1 TANK UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE , AQUEOUS SOLUTION, 3 (8), II, (-32.00 #C C.C), F-E, S-C, STOWAGE CATEGORY B, IMDG CODE SEGREGATION GROUP- ALKALIS UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II CHEMICALS NOS, HAZARDOUS D1012936 (DIMETHYLAMINE, 60% AQUEOUS SOLUTION DIMETHYLAMINE 60% AQU SOLTM SPEC 21042-R801 MID 952549)","17.91"
"80DRUMS GOAL TECHNICAL (GOAL TECNICO II) (CLASS 9/UN 3077)","11.77"
"10X1KG HPE BAGS 720 CS FUNGICIDE PESTICIDE, SOLID, TOXIC, N.O.S.","8.05"
"1X40 S.W.L.A.C. 720 PACKAGES 750 FUNGICIDE IMO 6.1 UN 2588 P G III PESTICIDE, SOLID, TOXIC, N.O.S.","8.05"
"1X40 S.W.L.A.C. HERBICIDE 20L FLAMMABLE LIQUID, N.O.S.","8.05"
"1X40 S.W.L.A.C. HERBICIDE 20L FLAMMABLE LIQUID, N.O.S.","18.58"
"1X40 S.W.L.A.C. HERBICIDE 20L FLAMMABLE LIQUID, N.O.S.","18.58"
"1X40 S.W.L.A.C. HERBICIDE 20L FLAMMABLE LIQUID, N.O.S.","18.58"
"ONE 40´ X 8´ X 8´6"" GENERAL PU SLAC 72 DRUM ON 18 PLTS CONTAINING HAZARDOUS GOODS INFO UNITED ST ATES NOT REGULATED FOR TRANSPO RT IMDG UN3082","19.18"
"2 PIECES PALLETS SLAC 12 X 24 38# SEED GERMINATION PAPER, 2M/CTN","0.64"
"ONE 40´ X 8´ X 8´6"" GENERAL PU SLAC 72 DRUM ON 18 PLTS CONTAINING HAZARDOUS GOODS INFO UNITED ST ATES NOT REGULATED FOR TRANSPO RT IMDG UN3082 ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID,N","19.18"
"ONE 40´ X 8´ X 8´6"" GENERAL PU SLAC 72 DRUM CONTAINING HAZARDOUS GOODS INFO UNITED STATES UN3082 ENVIRONMENTALLY HAZARDOUS","19.18"
"2 20´ X 8´ X 8´6"" GENERAL PU SLAC 1600 BAG, PAPERS ON 40 PALLETS OF DEFEND WDG","42"
"1X20TK 1 TANK WITH HAZARDOUS GOODS INFO UNITED STATES UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II,(- 32.00 #C C.C.),F-E, S-C, STOWAGE CATEGORY B,IMDG CODE SEGREGATION GROUP -ALKALIS CHEMICALS NOS, HAZARDOUS D1012936 (DIMETHYLAMINE, 60% AQUEOUS SO)(LUTION DIMETHYLAMINE 60% AQU S)","17.95"
"720 PACKAGES BIM#750 FUNGICIDE 10X1 KG HAZARDOUS CARGO IMO 6.1 UN 2588 PG III PESTICIDE, SOLID, TOXIC, N.O.S.","8.05"
"720 PACKAGES BIM#750 FUNGICIDE 10X1 KG 720 CS HAZARDOUS CARGO IMO 6.1 UN 2588 PG III PESTICIDE, SOLID, TOXIC, N.O.S.","8.05"
"1 40 CONTAINER CONTAINING 20 BAG(S) CONTAINING CHEMICALS NOS PICLORAM TECHNICAL 750 KA BUL K BAG 80% ACTIVE PI 4523270/GM CLASS 1 HAZARDOUS GOODS INFO UNITED STHAZARDOUS SUBSTANCE, SOLID, N.O.S. (PICLORAM), 9, III, MARIN RT IMDG UN3077 ENVIRONMENTALLY UN 3077","17.65"
"1X40 HC S.W.L.A.C. 720 PACKAGES BIM# 750 FUNGICIDE 10X1KG HPE BAGS HAZARDOUS CARGO IMO 6.1 UN 2588 P G III PESTICIDE, SOLID, TOXIC, N.O.S.","8.05"
"4 PALLETS   113 FIBREBOARD BOXES CONTAININGCOMBINE 500 SC HERBICIDE  HAZARDOUS CARGO   ENVIROMENTALLY HARZADOUSSUBSTANCE LIQUID NOS     (TEBUTHIRON)      CLASS 9 UN3082 PG:III","2.88"
"1 X 20TK CONTAINER 1 TANK UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II (-32.00 #C C.C.),F-E, S-C, CHEMICALS NOS, HAZARDOUS D1012936 (DIMETHYLAMINE, 60% AQUEOUS SO) (LUTION DIMETHYLAMINE 60% AQU S)","17.95"
"1 X 20TK CONTAINER 1 TANK UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II CHEMICALS NOS, HAZARDOUS (DIMETHYLAMINE, 60% AQUEOUS SO) (LUTION) DIMETHYLAMINE 60% AQU S)","17.97"
"1X20TK CONTAINER 1 TANK UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II (- 32.00 #C C.C.), F-E, S-C, STOWAGE CATEGORY B, IMDG CODE SEGREGATION GROUP - ALKALIS CHEMICALS NOS, HAZARDOUS D1012936 (DIMETHYLAMINE, 60% AQUEOUS SOLUTION DIMETHYLAMINE 60% AQU S)","18.08"
"1 X 20TK CONTAINER 1 ISOTANK WITH 1 IN BULK UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II,(- 32.00 #C C.C.), (DIMETHYLAMINE, 60% AQUEOUS SO) (LUTION DIMETHYLAMINE 60% AQUS)","17.94"
"1 X 20TK CONTAINER 1 TANK UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II CHEMICALS NOS, HAZARDOUS (DIMETHYLAMINE, 60% AQUEOUS SO) (LUTION DIMETHYLAMINE 60% AQU S) (OLTN SPEC-R801 MID 95249)","17.92"
"1 X 20 TK CONTAINER 1 ISOTANK WITH UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG (- 32.00 #C C.C.),F -E, S-C, CHEMICALS NOS, HAZARDOUS ( DIMETHYLAMINE, 60% AQUEOUS SO) (LUTION DIMETHYLAMINE 60% AQU S) (OLTN SPEC 21042-R801 MID 95249)","17.95"
"1 X 20 TK CONTAINER 1 ISOTANK WITH 1 IN BULK WITH HAZARDOUS UN3082 ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S. (ALKYLPHENOL ALKOXYLATE), 9, III, MARINE POLLUTANT F-A, S-F, STOWAGE CATEGORY A RESIN NLR (POLYGLYCOL 26-2 BULK HAZARDOUS GOODS INFO)","17.55"
"1 X 20 TK CONTAINER 1 ISOTANK WITH UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II CHEMICALS NOS, HAZARDOUS DIMETHYLAMINE, 60% AQUEOUS SOLUTION DIMETHYLAMINE 60% AQU SOLTN SPEC 21042-R801 MID 95249","17.96"
"1X20TK CONTAINER 1 ISOTANK WITH 1 IN BULK UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II,(- 32.00 #C C.C.), (DIMETHYLAMINE, 60% AQUEOUS SO)(LUTION DIMETHYLAMINE 60% AQUS)","17.95"
"1 X 20 TK CONTAINER 1 ISOTANK WITH UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II (- 32.00 #C C.C.),F -E, S-C, CHEMICALS NOS, HAZARDOUS ( DIMETHYLAMINE, 60% AQUEOUS SO) (LUTION DIMETHYLAMINE 60% AQU SOLTN SPEC 21042-R801 MID 95249)","17.98"
"1X20TK CONTAINER 1 ISOTANK WITH 1 IN BULK UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II,(- 32.00 #C C.C.), (DIMETHYLAMINE, 60% AQUEOUSSO)(LUTION DIMETHYLAMINE 60% AQU S)","18.2"
"1 X 20 TK CONTAINER 1 ISOTANK WITH 1 IN BULK UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II,(- 32.00 #C C.C.), (DIMETHYLAMINE, 60% AQUEOUS SO)(LUTION DIMETHYLAMINE 60% AQUS)","17.95"
"1 X 20TK CONTAINER 1 TANK UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II (-32.00 #C C.C.), F-E, S-C, CHEMICALS NOS, HAZARDOUS (DIMETHYLAMINE, 60% AQUE OUS SO) (LUTION DIMETHYLAMINE 60% AQU S) (OLTN SPEC 21042-R801 MID 95249)","17.98"
"1 ISOTANK WITH UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II, (- 32.00 #C C.C.), ( DIMETHYLAMINE, 60% AQUEOUS SO) (LUTION DIMETHYLAMINE 60% AQU SOLTN SPEC 21042-R801 MID 95249)","18.07"
"1X20TK CONTAINER 1 ISOTANK WITH 1 IN BULK UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION,3 (8), II,(- 32.00 #C C.C.),F-E,S-C CHEMICALS NOS, HAZARDOUS (DIMETHYLAMINE, 60% AQUEOUS SO)(LUTION DIMETHYLAMINE 60% AQUS)","17.94"
"1 X 20TK CONTAINER 1 ISOTANK UN1160 DIMETHYLAMINE SOLUTION, 3 (8),II (- 32.00 #C C.C.), F-E,S-C, CHEMICALS NOS,HAZARDOUS ( DIMETHYLAMINE, 60% AQUEOUS SO) (LUTION DIMETHYLAMINE 60% AQU S)","17.95"
"1 X 20 TK CONTAINER CONTAINER 1 ISOTANK WITH HAZARDOUS GOODS INFO UNITED STATES UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II, (- 32.00 #C C.C.), ( DIMETHYLAMINE, 60% AQUEOUS SO) (LUTION DIMETHYLAMINE 60% AQUSOLTN SPEC 21042-R801 MID 95249)","17.92"
"1 X 20 TK CONTAINER 1 ISOTANK WITH 1 IN BULK UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II ,(- 32.00 #C C.C.),F-E, S-C, (DIMETHYLAMINE, 60% AQUEOUS SO)(LUTION DIMETHYLAMINE 60% AQU S) (OLTN SPEC 2 1042-R801 MID 95249)","17.88"
"1X20TK CONTAINER 1 ISOTANK WITH 1 IN BULK UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II,(- 32.00 #C C.C.), ALKALIS (DIMETHYLAMINE, 60% AQUEOUSSO)(LUTION DIMETHYLAMINE 60% AQUS)","17.95"
"1 X 20 TK CONTAINER 1 ISOTANK UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II (- 32.00 #C C.C.),F -E, S-C, CHEMICALS NOS, HAZARDOUS ( DIMETHYLAMINE, 60% AQUEOUS SO) (LUTION DIMETHYLAMINE 60% AQU SOLTN SPEC 21042-R801 MID 95249)","17.93"
"1X20TK CONTAINER 1 ISOTANK WITH 1 IN BULK UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II,(- 32.00 #C C.C.), (DIMETHYLAMINE, 60% AQUEOUS SO)(LUTION DIMETHYLAMINE 60% AQU SOLTN SPEC 2 1042-R801 MID 95249)","17.92"
"1 X 20 TK CONTAINER CONTAINER 1 ISOTANK WITH HAZARDOUS GOODS INFO UNITED STATES UN1160 DIMETHYLAMINE 3 (8), II, (- 32.00 #C C.C.),","18.23"
"1X20TK CONTAINER 1 ISOTANK WITH 1 IN BULK UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II,(- 32.00 #C C.C.), (DIMETHYLAMINE, 60% AQUEOUS SO)(LUTION DIMETHYLAMINE 60% AQUSOLTN SPEC 2 1042-R801 MID 95249)","17.95"
"1X20TK CONTAINER 1 ISOTANK WITH 1 IN BULK UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II,(- 32.00 #C C.C.), (DIMETHYLAMINE, 60% AQUEOUS SO)(LUTION DIMETHYLAMINE 60% AQU","17.92"
"1X20TK CONTAINER 1 ISOTANK WITH 1 IN BULK UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II (- 32.00 #C C.C.), ALKALIS CHEMICALS NOS, HAZARDOUS D1012936 ( DIMETHYLAMINE, 60%AQUEOUS SO) (LUTION DIMETHYLAMINE 60% AQU S)","17.93"
"1 ISOTANK WITH 1 IN BULK UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II,(- 32.00 #C C.C.), (DIMETHYLAMINE, 60% AQUEOUSSO)(LUTION DIMETHYLAMINE 60 % AQU S)","18.02"
"1X20TK CONTAINER 1 ISOTANK WITH 1 IN BULK UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II,(- 32.00 #C C.C.),F-E, S-C, (DIMETHYLAMINE, 60% AQUEOUS SO)(LUTION DIMETHYLAMINE 60% AQU SOLTN SPEC 21042-R801 MID 95249)","17.93"
"720 PACKAGES BIM#750 FUNGICIDE 10X1 KG HAZARDOUS CARGO IMO 6.1 UN 2588 PG III PESTICIDE, SOLID, TOXIC, N.O.S. PRODUCT DESTINATION TO EADI LOCAL FRIO RECINTO ALFANDEGADO NR 8931309 PRODUCT HAS TO BE DISCHARGED  AT PESTICIDE, SOLID, TOXIC, N.O.S.","8.05"
"720 PACKAGES FUNGICIDE HAZARDOUS CARGO IMO 6.1 UN 2588 PG III PESTICIDE, SOLID, TOXIC, N.O.S.","8.05"
"720 PACKAGES BIM#750 FUNGICIDE 10X1KG HAZARDOUS CARGO IMO 6.1 UN 2588 PG III PESTICIDE, SOLID, TOXIC, N.O.S. PRODUCT DESTINATION TO EADI LOCAL FRIO RECINTO ALFANDEGADO NR 8931309 PRODUCT HAS TO BE DISCHARGED AT","8.05"
"1 40 CONTAINER CONTAINING 20 BAG(S) CONTAINING HAZARDOUS GOODS INFO UNITED ST ATES NOT REGULATED FOR TRANSPO RT IMDG UN3077 ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, N. O.S. (PICLORAM), 9, III, MARIN E POLLUTANT, F-A, S-F, STOWAGE CATEGORY A 13H4/Z CHEMICALS NOS PICLORAM TECHNICAL 750 KA BUL K BAG 80% ACTIVE PI 4523270/GM ID 111241 HAZARDOUS GOODS INF O UNITED STATES NOT REGUL ATED FOR TRANSPORT IMDG UN3077 ENV AESX20160415667484 NLR CLASS 1 HAZARDOUS GOODS INFO UNITED STHAZARDOUS SUBSTANCE, SOLID, N.O.S. (PICLORAM), 9, III, MARIN RT IMDG UN3077 ENVIRONMENTALLY UN 3077","17.08"
"1X40 HC S.W.L.A.C. 720 PACKAGES 750 FUNGICIDE HAZARDOUS CARGO IMO 6.1 UN 2588 P G III PESTICIDE, SOLID, TOXIC, N.O.S. PRODUCT DESTINATION TO EADI LOCAL FRIO RECINTO ALFANDEGADO","8.05"
"20???´ DRY SAID TO CONTAIN 44 PACKAGES 11 PALLETS 1A1 STARANE (TM)F HERBICIDA CHEMICAL240 KG DRUM CLASS 9 UN 3077 PG III","11.51"
"ONE 40´ X 8´ X 8´6"" GENERAL PU SLAC 960 FIBERBOARD BOXES CONTAINING UN3077 ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, N.O.S. (DICLOSULAM), 9, III, MARINE POLLUTANT, F-A, S-F, LIMIT ED QUANTITY CHEMICALS NOS, HAZARDOUS COACT (TM) HERBICIDE 10X210G","3.06"
"ONE 20´ X 8´ X 8´6"" GENERAL PU SLAC 155 CASES BOTTLES INPACK: 620 BO ON 5 PLTS CONTAINING HAZARDOUS GOODS INFO UNITED ST ATES NOT REGULATED FOR TRANSPO RT IMDG UN3082 ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID,N. O.S. (CLOQUINTOCET-MEXYL, PYRO XSULAM), 9, III, MARINE POLLUT ANT, F-A, S-F, STOWAGE CATEGOR Y A 4G/Z31,1/S TRICEA # HERBICIDE GMID 34628 8 4X5L FPE BOTTLES HAZARDOUS GOODS INFO UNITED STATES NOT R EGUL ATED FOR TRANSPORT IMDG U N3082 ENVIRONMENTALL Y HAZARDO TRICEA # HERBICIDE GMID 34628 8 4X5L FPE BOTTLES HAZARDOUS GOODS INFO UNITED STATES NOT R EGUL ATED FOR TRANSPORT IMDG U N3082 ENVIRONMENTALL Y HAZARDO NLR","3.57"
"ONE 40´ X 8´ X 8´6"" GENERAL PU SLAC 960 CASES CONTAINING UN3077 ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, N.O.S. (DICLOSULAM), 9, III, MARINE POLLUTANT, F-A, S-F, LIMITED CHEMICALS NOS, HAZARDOUS COACT (TM) HERBICIDE 10X210G","3.06"
"1 X 20 TK CONTAINER 1 ISOTANK WITH 1 IN BULK WITH UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II, (- 32.00 #C C.C.),F -E, S-C, CHEMICALS NOS, HAZARDOUS ( DIMETHYLAMINE, 60% AQUEOUS SO)","17.94"
"1 X 20 TK CONTAINER ISOTANK WITH 1 IN BULK WITH NOS NLR (TRIISOPROPANOLAMINE 101 BULK) (HAZARDOUS GOODS","17.64"
"1 X 20TK CONTAINER 1 TANK WITH ALKALIS DIMETHYLAMINE, 60% AQUEOUS SOLUTION DIMETHYLAMINE 60% AQU S OLTN SPEC 2 1042-R801 MID 95249 HAZARDOUS GOODS UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE. AQUEOUS SOLUTION, 3 (8), II,(- 32.00 #C C.C.), F-E, S-C, STOWAGE CATEGORY B, IMDG CODE SEGREGATION GROUP","17.93"
"1 ISOTANK WITH 1 IN BULK WITH UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II, (- 32.00 #C C.C.),F -E, S-C, CHEMICALS NOS, HAZARDOUS ( DIMETHYLAMINE, 60% AQUEOUS SO) (LUTION DIMETHYLAMINE 60% AQU S)","17.73"
"1 X 20 TK CONTAINER 1 ISOTANK WITH CHEMICALS NOS, HAZARDOUS D1012936 ( DIMETHYLAMINE, 60% AQUEOUS SO) (LUTION DIMETHYLAMINE 60% AQU SOL TN SPEC 21042-R801 MID 95249) HAZARDOUS GOODS UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II, (- 32.00 #C C.C.),F -E, S-C, STOWAGE CATEGORY B,IM DG CODE SEGREGATION GROUP -ALK ALIS","17.91"
"1 ISOTANK WITH 1 IN BULK UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II, (- 32.00 #C C.C.), F-E, S-C, CHEMICALS NOS, HAZARDOUS ( DIMETHYLAMINE, 60% AQUEOUS SO) (LUTION DIMETHYLAMINE 60% AQU S)","17.89"
"1 X 20 TK CONTAINER 1 TANK UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II, (- 32.00 #C C.C.),F -E, S-C, CHEMICALS NOS, HAZARDOUS ( DIMETHYLAMINE, 60% AQUEOUS SO) (LUTION DIMETHYLAMINE 60% AQU SOL TN SPEC 21042-R801 MID 95249)","17.93"
"1X20TK CONTAINER 1 ISOTANK WITH 1 IN BULK WITH CHEMICALS NOS, HAZARDOUS D1012936 ( DIMETHYLAMINE, 60% AQUEOUS SO) (LUTION DIMETHYLAMINE 60% AQU S) HAZARDOUS GOODS UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II, (- 32.00 #C C.C.),F-E, S-C,","17.94"
"1 X 20 TK CONTAINER 1 ISOTANK WITH CHEMICALS NOS, HAZARDOUS D1012936 ( DIMETHYLAMINE, 60% AQUEOUS SO)(LUTION DIMETHYLAMINE 60% AQU S) HAZARDOUS GOODS UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II, (- 32.00 #C C.C.),F -E, S-C, STOWAGE CATEGORY B,IMDG CODE SEGREGATION GROUP -ALKALIS","17.95"
"1 X 20TK CONTAINER 1 TANK CHEMICALS NOS, HAZARDOUS D1012936 ( DIMETHYLAMINE, 60% AQUEOUS SOLUTION DIMETHYLAMINE 60% AQU SOLTN SPEC 21042-R801 MID 95249) HAZARDOUS GOODS UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II, (- 32.00 #C C.C.),F -E, S-C, STOWAGE CATEGORY B, IMDG CODE SEGREGATION GROUP -ALKALIS","17.89"
"1 X 20TK CONTAINER 1 ISOTANK WITH CHEMICALS NOS, HAZARDOUS D1012936 ( DIMETHYLAMINE, 60% AQUEOUS SO) (LUTION DIMETHYLAMINE 60% AQU S) HAZARDOUS GOODS DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II, (- 32.00 #C C.C.), F-E, S-C, STOWAGE CATEGORY B, IMDG CODE SEGREGATION GROUP - ALKALIS CHEMICALS NOS, HAZARDOUS","17.94"
"1 X 20TK CONTAINER 1 IN BULK WITH UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II (-32.00 #C C.C), F-E, S-C, CHEMICALS NOS, HAZARDOUS D1012936 (DIMETHYLAMINE, 60% AQUEOUS SOLUTION DIMETHYLAMINE 60% AQU SOLTN SPEC 21042-R801 MID 95249)","17.93"
"1 X 20 TK CONTAINER 1 ISOTANK WITH 1 IN BULK WITH UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II, (- 32.00 #C C.C.),F -E, S-C, CHEMICALS NOS, HAZARDOUS ( DIMETHYLAMINE, 60% AQUEOUS SO) (LUTION DIMETHYLAMINE 60% AQU S)","17.92"
"1 X 20TK 1 ISOTANK WITH 1 IN BULK DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II,(- 32.00 #C C.C.),F-E, S-C, DIMETHYLAMINE, 60% AQUEOUS SOLUTION DIMETHYLAMINE 60% AQU SOLTN SPEC 21042-R801 MID 95249","17.92"
"1 X 20 TK 1 ISOTANK WITH 1 IN BULK WITH UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II, (- 32.00 #C C.C.),F -E, S-C, CHEMICALS NOS, HAZARDOUS ( DIMETHYLAMINE, 60% AQUEOUS SO) (LUTION DIMETHYLAMINE 60% AQU S) (OLTN SPEC 21042-R801 MID 95249)","17.92"
"1 X 20TK CONTAINER 1 IN BULK WITH UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II ,(- 32.00 #C C.C.),F-E, S-C, CHEMICALS NOS, HAZARDOUS ( DIMETHYLAMINE, 60% AQUEOUS SOLUTION DIMETHYLAMINE 60% AQU S) (OLTN SPEC 21042-R801 MID 95249)","17.92"
"1 X 20TK CONTAINER 1 IN BULK WITH UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN 1160 DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II, (- 32.00 #C C.C.), F-E, S-C, 1DIMETHYLAMINE, 60% AQUEOUS SOLUTION DIMETHYLAMINE 60% AQU S OLTN SPEC 21042-R801 MID 95249","17.94"
"1 X 20 TK 1 ISOTANK WITH 1 IN BULK WITH UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II, (- 32.00 #C C.C.),F -E, S-C CHEMICALS NOS, HAZARDOUS ( DIMETHYLAMINE, 60% AQUEOUS SO) (LUTION DIMETHYLAMINE 60% AQU S)","17.96"
"1X20TK CONTAINER 1 ISOTANK WITH 1 IN BULK UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II,(- 32.00 #C C.C.), F-E, S-C, CHEMICALS NOS, HAZARDOUS ( DIMETHYLAMINE, 60% AQUEOUS SO) (LUTION DIMETHYLAMINE 60% AQU S)(OLTN SPEC 21042-R801 MID 95249)","17.91"
"1 X 20TK CONTAINER 1 ISOTANK WITH 1 IN BULK UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II,(- 32.00 #C C.C.), F-E, S-C, CHEMICALS NOS, HAZARDOUS D1012936 ( DIMETHYLAMINE, 60% AQUEOUS SO) (LUTION DIMETHYLAMINE 60% AQU S)","17.9"
"1 X 20 TK CONTAINER 1 TANK UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE. AQUEOUS SOLUTION, 3 (8), II,(- 32.00 #C C.C.), F-E, S-C, CHEMICALS NOS, HAZARDOUS ( DIMETHYLAMINE, 60% AQUEOUS SO) (LUTION DIMETHYLAMINE 60% AQU S) (OLTN SPEC 21042-R801 MID 95249)","17.9"
"1 X 20TK 1 ISOTANK WITH 1 IN BULK UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION, 3 (8), II,(- 32.00 #C C.C.),F-E, S-C,  (DIMETHYLAMINE, 60% AQUEOUS SO)(LUTION DIMETHYLAMINE 60% AQUSOLTN SPEC 2 1042-R801 MID 95249)","17.92"
"1X20TK CONTAINER 1 ISOTANK WITH 1 IN BULK UN1160 DIMETHYLAMINE SOLUTION, 3 (8), II IMDG UN1160 DIMETHYLAMINE, AQUEOUS SOLUTION, (8), II, (- 32.00 #C C.C.), F-E, S-C, CHEMICALS NOS, HAZARDOUS D1012936 ( DIMETHYLAMINE, 60% AQUEOUS SO) LUTION DIMETHYLAMINE 60% AQU S)","17.82"
"1X40 S.W.L.A.C 720 PACKAGE FUNGICIDE 720 CS HAZARDOUS CARGO IMO 6.1 UN 2588 PG III PESTICIDE,SOLID,TOXIC,N.O.S","8.05"
"720 PACKAGES BIM# 750 FUNGICIDE 10X1KG HPE BAGS HAZARDOUS CARGO IMO 6.1 UN 2588 P G III PESTICIDE, SOLID, TOXIC, N.O.S.","8.05"
"720 PACKAGE BIM# 750 FUNGICIDE 10X1KG HPE BAGS 720 CS HAZARDOUS CARGO IMO 6.1 UN 2588 P G III PESTICIDE, SOLID, TOXIC, N.O.S. PRODUCT DESTINATION TO EADI LOCAL FRIO RECINTO ALFANDEGADO NR 8931309","8.05"
